SYMBOL,ISIN,Security Name,Band,Sector_NSE,Category,MC_Map_Symbol,Sector,Industry,MC_Name,Hyperlink,Exchange
REFEX,INE056I01017,Refex Industries Limited,5,,,REFEX,Chemicals,Chemicals,Refex Ind,http://www.moneycontrol.com/india/stockpricequote/chemicals/refexindustries/RR05,NSE
RELAXO,INE131B01039,Relaxo Footwears Limited,20,CONSUMER GOODS,,RELAXO,Cons Non-Durable,Leather Products,Relaxo Footwear,http://www.moneycontrol.com/india/stockpricequote/leatherproducts/relaxofootwears/RF07,NSE
RELCAPITAL,INE013A01015,Reliance Capital Limited,No Band,,Derivative Product/Nifty Dividend Opportunities 50 Index,RELCAPITAL,Banking/Finance,Finance - Investments,Rel Capital,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/reliancecapital/RC,NSE
RELCNX100,INF204K014N5,Reliance ETF Nifty 100,20,,,RELCNX100,Banking/Finance,Finance - Investments,R ETF Nifty 100,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/relianceetfnifty100/RSC03,NSE
RELCONS,INF204KA1LD7,Reliance ETF Consumption,20,,,RELCONS,Banking/Finance,Finance - General,Reliance ETF Co,http://www.moneycontrol.com/india/stockpricequote/financegeneral/relianceetfconsumption/RMF04,NSE
RELDIVOPP,INF204KA1MS3,Reliance ETF Dividend Opportunities,20,,,RELDIVOPP,Banking/Finance,Finance - General,Rel ETF DO,http://www.moneycontrol.com/india/stockpricequote/financegeneral/relianceetfdividendopportunities/RMF05,NSE
RELIANCE,INE002A01018,Reliance Industries Limited,No Band,ENERGY,Derivative Product/ Nifty 50,RELIANCE,Oil & Gas,Refineries,Reliance,http://www.moneycontrol.com/india/stockpricequote/refineries/relianceindustries/RI,NSE
RELIGARE,INE621H01010,Religare Enterprises Limited,5,FINANCIAL SERVICES,,RELIGARE,Banking/Finance,Finance - Investments,Religare Enterp,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/religareenterprises/RE09,NSE
RELINFRA,INE036A01016,Reliance Infrastructure Limited,No Band,ENERGY,Derivative Product/Nifty Infrastructure Index/Nifty MIDCAP 50/ Nifty Energy Index,RELINFRA,Utilities,Power - Generation & Distribution,Reliance Infra,http://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/relianceinfrastructure/RI38,NSE
RENUKA,INE087H01022,Shree Renuka Sugars Limited,20,CONSUMER GOODS,,RENUKA,Food & Beverage,Sugar,Shree Renuka,http://www.moneycontrol.com/india/stockpricequote/sugar/shreerenukasugars/SRS03,NSE
REPCOHOME,INE612J01015,Repco Home Finance Limited,No Band,FINANCIAL SERVICES,Derivative Product,REPCOHOME,Banking/Finance,Finance - Housing,Repco Home,http://www.moneycontrol.com/india/stockpricequote/financehousing/repcohomefinance/RHF,NSE
REPRO,INE461B01014,Repro India Limited,20,,,REPRO,Miscellaneous,Printing & Stationery,Repro India,http://www.moneycontrol.com/india/stockpricequote/printingstationery/reproindia/RI35,NSE
RESPONIND,INE688D01026,Responsive Industries Limited,20,,,RESPONIND,Manufacturing,Plastics,Responsive Ind,http://www.moneycontrol.com/india/stockpricequote/plastics/responsiveindustries/SH10,NSE
REVATHI,INE617A01013,Revathi Equipment Limited,20,,,REVATHI,Engineering,Compressors,Revathi CP,http://www.moneycontrol.com/india/stockpricequote/compressors/revathicpequipment/RCP,NSE
RHFL,INE217K01011,Reliance Home Finance Limited,20,,,RHFL,Banking/Finance,Finance - Housing,Reliance Home F,http://www.moneycontrol.com/india/stockpricequote/financehousing/reliancehomefinance/RHF01,NSE
RICOAUTO,INE209B01025,Rico Auto Industries Limited,20,,,RICOAUTO,Automotive,Auto Ancillaries,Rico Auto,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/ricoauto/RA04,NSE
RIIL,INE046A01015,Reliance Industrial Infrastructure Limited,20,,,RIIL,Engineering,Infrastructure - General,Rel Ind Infra,http://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/relianceindustrialinfrastructure/RII,NSE
RJL,INE722H01016,Renaissance Jewellery Limited,10,,,RJL,Services,Diamond Cutting & Jewellery & Precious Metals,Renaissance Jew,http://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/renaissancejewellery/RJ,NSE
RKFORGE,INE399G01015,Ramkrishna Forgings Limited,20,INDUSTRIAL MANUFACTURING,,RKFORGE,Manufacturing,Castings & Forgings,RamkrishnaForge,http://www.moneycontrol.com/india/stockpricequote/castingsforgings/ramkrishnaforgings/RF17,NSE
RMCL,INE172H01014,Radha Madhav Corporation Limited,10,,,RMCL,Manufacturing,Packaging,Radha Madhav,http://www.moneycontrol.com/india/stockpricequote/packaging/radhamadhavcorporation/RMC,NSE
RML,INE050H01012,Rane (Madras) Limited,20,,,RML,Automotive,Auto Ancillaries,Rane Madras,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/ranemadras/RM08,NSE
RNAM,INE298J01013,Reliance Nippon Life Asset Management Limited,20,,,RNAM,Miscellaneous,Miscellaneous,Reliance Nippon,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/reliancenipponlifeassetmanagement/RNL,NSE
RNAVAL,INE542F01012,Reliance Naval and Engineering Limited,No Band,INDUSTRIAL MANUFACTURING,Derivative Product,RNAVAL,Services,Shipping,Reliance Naval,http://www.moneycontrol.com/india/stockpricequote/shipping/reliancenavalengineering/PS04,NSE
ROHLTD,INE283H01019,Royal Orchid Hotels Limited,20,,,ROHLTD,Services,Hotels,Royal Orchid,http://www.moneycontrol.com/india/stockpricequote/hotels/royalorchidhotels/RO01,NSE
ROLTA,INE293A01013,Rolta India Limited,20,,,ROLTA,Technology,Computers - Software,Rolta,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/roltaindia/RI15,NSE
ROSSELLIND,INE847C01020,Rossell India Limited,20,,,ROSSELLIND,Food & Beverage,Plantations - Tea & Coffee,Rossell India,http://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/rossellindia/RT08,NSE
RPGLIFE,INE105J01010,RPG Life Sciences Limited,20,,,RPGLIFE,Pharmaceuticals,Pharmaceuticals,RPG Life,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/rpglifesciences/RPG05,NSE
RPOWER,INE614G01033,Reliance Power Limited,No Band,ENERGY,Derivative Product/Nifty Infrastructure Index/Nifty MIDCAP 50,RPOWER,Utilities,Power - Generation & Distribution,Reliance Power,http://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/reliancepower/RP,NSE
RPPINFRA,INE324L01013,R.P.P. Infra Projects Limited,20,,,RPPINFRA,Cement/Construction,Construction & Contracting - Civil,RPP Infra Proj,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/rppinfraprojects/RIP01,NSE
RSSOFTWARE,INE165B01029,R. S. Software (India) Limited,20,,,RSSOFTWARE,Technology,Computers - Software Medium & Small,RS Software,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/rssoftwareindia/RSS,NSE
RSWM,INE611A01016,RSWM Limited,20,,,RSWM,Manufacturing,Textiles - Spinning - Synthetic Blended,RSWM,http://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/rswm/RSW01,NSE
RSYSTEMS,INE411H01032,R Systems International Limited,20,,,RSYSTEMS,Technology,Computers - Software Medium & Small,R Systems Intl,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/rsystemsinternational/RSI01,NSE
RTNPOWER,INE399K01017,RattanIndia Power Limited,20,ENERGY,,RTNPOWER,Utilities,Power - Generation & Distribution,Rattan Power,http://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/rattanindiapower/IP09,NSE
RUBYMILLS,INE301D01026,The Ruby Mills Limited,20,,,RUBYMILLS,Manufacturing,Textiles - Composite Mills,Ruby Mills,http://www.moneycontrol.com/india/stockpricequote/textilescompositemills/rubymills/RM04,NSE
RUCHIRA,INE803H01014,Ruchira Papers Limited,20,,,RUCHIRA,Manufacturing,Paper,Ruchira Papers,http://www.moneycontrol.com/india/stockpricequote/paper/ruchirapapers/RP25,NSE
RUCHISOYA,INE619A01027,Ruchi Soya Industries Limited,20,,,RUCHISOYA,Miscellaneous,Edible Oils & Solvent Extraction,Ruchi Soya,http://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/ruchisoyaindustries/RSI,NSE
RUPA,INE895B01021,Rupa & Company Limited,20,TEXTILES,,RUPA,Manufacturing,Textiles - Hosiery & Knitwear,Rupa and Comp,http://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/rupacompany/RC14,NSE
RUSHIL,INE573K01017,Rushil Decor Limited,20,,,RUSHIL,Miscellaneous,Miscellaneous,Rushil Decor,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/rushildecor/RD02,NSE
SABEVENTS,INE860T01019,Sab Events & Governance Now Media Limited,10,,,SABEVENTS,Media,Media & Entertainment,SAB Events,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/sabeventsgovernancenowmedia/SAB02,NSE
SABTN,INE416A01036,Sri Adhikari Brothers Television Network Limited,5,,,SABTN,Media,Media & Entertainment,Sri Adhikari,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/sriadhikaribrotherstelevision/SAB,NSE
SADBHAV,INE226H01026,Sadbhav Engineering Limited,20,CONSTRUCTION,NIFTY Smallcap 250,SADBHAV,Engineering,Infrastructure - General,Sadbhav Engg,http://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/sadbhavengineering/SE19,NSE
SADBHIN,INE764L01010,Sadbhav Infrastructure Project Limited,20,,,SADBHIN,Engineering,Infrastructure - General,Sadbhav Infra,http://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/sadbhavinfrastructureprojects/SIP,NSE
SAGCEM,INE229C01013,Sagar Cements Limited,20,,,SAGCEM,Cement/Construction,Cement - Mini,Sagar Cement,http://www.moneycontrol.com/india/stockpricequote/cementmini/sagarcements/SC27,NSE
SAIL,INE114A01011,Steel Authority of India Limited,No Band,METALS,Derivative Product/Nifty PSE Index/Nifty MIDCAP 50,SAIL,Metals & Mining,Steel - Large,SAIL,http://www.moneycontrol.com/india/stockpricequote/steellarge/steelauthorityindia/SAI,NSE
SAKHTISUG,INE623A01011,Sakthi Sugars Limited,20,,,SAKHTISUG,Food & Beverage,Sugar,Sakthi Sugars,http://www.moneycontrol.com/india/stockpricequote/sugar/sakthisugars/SS,NSE
SAKSOFT,INE667G01015,Saksoft Limited,20,,,SAKSOFT,Technology,Computers - Software,Saksoft,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/saksoft/S12,NSE
SALASAR,INE170V01019,Salasar Techno Engineering Limited,20,,,SALASAR,Engineering,Engineering,Salasar Techno,http://www.moneycontrol.com/india/stockpricequote/engineering/salasartechnoengineering/STE02,NSE
SALONA,INE498E01010,Salona Cotspin Limited,20,,,SALONA,Manufacturing,Textiles - Spinning - Cotton Blended,Salona Cotspin,http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/salonacotspin/SC48,NSE
SALZERELEC,INE457F01013,Salzer Electronics Limited,20,,,SALZERELEC,Engineering,Electric Equipment,Salzer Electro,http://www.moneycontrol.com/india/stockpricequote/electricequipment/salzerelectronics/SE01,NSE
SAMBHAAV,INE699B01027,Sambhaav Media Limited,10,,,SAMBHAAV,Miscellaneous,Printing & Stationery,Sambhaav Media,http://www.moneycontrol.com/india/stockpricequote/printingstationery/sambhaavmedia/SM16,NSE
SANCO,INE782L01012,Sanco Industries Limited,20,,,SANCO,Manufacturing,Plastics,Sanco Ind,http://www.moneycontrol.com/india/stockpricequote/plastics/sancoindustries/SI05,NSE
SANDESH,INE583B01015,The Sandesh Limited,10,,,SANDESH,Miscellaneous,Printing & Stationery,Sandesh,http://www.moneycontrol.com/india/stockpricequote/printingstationery/sandesh/S01,NSE
SANGAMIND,INE495C01010,Sangam (India) Limited,20,,,SANGAMIND,Manufacturing,Textiles - Spinning - Synthetic Blended,Sangam India,http://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/sangamindia/SI03,NSE
SANGHIIND,INE999B01013,Sanghi Industries Limited,20,,,SANGHIIND,Cement/Construction,Cement - Products & Building Materials,Sanghi Ind,http://www.moneycontrol.com/india/stockpricequote/cementproductsbuildingmaterials/sanghiindustries/SI04,NSE
SANGHVIFOR,INE263L01013,Sanghvi Forging and Engineering Limited,20,,,SANGHVIFOR,Manufacturing,Castings & Forgings,Sanghvi Forging,http://www.moneycontrol.com/india/stockpricequote/castingsforgings/sanghviforgingengineering/SFE,NSE
SANGHVIMOV,INE989A01024,Sanghvi Movers Limited,20,,,SANGHVIMOV,Engineering,Engineering - Heavy,Sanghvi Movers,http://www.moneycontrol.com/india/stockpricequote/engineeringheavy/sanghvimovers/SM10,NSE
SANOFI,INE058A01010,Sanofi India Limited,20,PHARMA,,SANOFI,Pharmaceuticals,Pharmaceuticals,Sanofi India,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/sanofiindia/AP26,NSE
SARDAEN,INE385C01013,Sarda Energy & Minerals Limited,20,,,SARDAEN,Metals & Mining,Steel - Sponge Iron,Sarda Energy,http://www.moneycontrol.com/india/stockpricequote/steelspongeiron/sardaenergyminerals/SEM,NSE
SAREGAMA,INE979A01017,Saregama India Limited,20,,,SAREGAMA,Media,Media & Entertainment,Saregama India,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/saregamaindia/SI67,NSE
SARLAPOLY,INE453D01025,Sarla Performance Fibers Limited,20,,,SARLAPOLY,Manufacturing,Textiles - Processing,Sarla Performan,http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/sarlaperformancefibers/SPF01,NSE
SASKEN,INE231F01020,Sasken Technologies Limited,20,,,SASKEN,Technology,Computers - Software,Sasken Tech,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/saskentechnologies/SCT01,NSE
SATHAISPAT,INE176C01016,Sathavahana Ispat Limited,20,,,SATHAISPAT,Metals & Mining,Steel - Pig Iron,Satvahana Ispat,http://www.moneycontrol.com/india/stockpricequote/steelpigiron/sathavahanaispat/SI07,NSE
SATIN,INE836B01017,Satin Creditcare Network Limited,20,,,SATIN,Miscellaneous,Finance - Investments,Satin Credit,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/satincreditcarenetwork/SCN,NSE
SBILIFE,INE123W01016,SBI Life Insurance Company Limited,20,,,SBILIFE,Conglomerates,Diversified,SBI Life Insura,http://www.moneycontrol.com/india/stockpricequote/diversified/sbilifeinsurancecompany/SLI03,NSE
SBIN,INE062A01020,State Bank Of India,No Band,FINANCIAL SERVICES,Derivative Product/ Nifty 50/Bank Nifty/Nifty High Beta 50 Index,SBIN,Banking/Finance,Banks - Public Sector,SBI,http://www.moneycontrol.com/india/stockpricequote/bankspublicsector/statebankindia/SBI,NSE
SCAPDVR,INE224E01036,Stampede Capital Limited,5,,,,,,,,NSE
SCHAEFFLER,INE513A01014,Schaeffler India Limited,20,INDUSTRIAL MANUFACTURING,,SCHAEFFLER,Engineering,Bearings,Schaeffler Ind,http://www.moneycontrol.com/india/stockpricequote/bearings/schaefflerindia/FAG,NSE
SCHAND,INE807K01035,S Chand And Company Limited,20,,,SCHAND,Miscellaneous,Printing & Stationery,S Chand and Co,http://www.moneycontrol.com/india/stockpricequote/printingstationery/schandcompanylimited/CCL,NSE
SCHNEIDER,INE839M01018,Schneider Electric Infrastructure Limited,20,INDUSTRIAL MANUFACTURING,,SCHNEIDER,Utilities,Power - Generation & Distribution,Schneider Infra,http://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/schneiderelectricinfrastructure/SEI04,NSE
SCI,INE109A01011,Shipping Corporation Of India Limited,20,SERVICES,,SCI,Services,Shipping,Shipping Corp,http://www.moneycontrol.com/india/stockpricequote/shipping/shippingcorporationindia/SCI,NSE
SDBL,INE480C01012,Som Distilleries & Breweries Limited,20,,,SDBL,Food & Beverage,Breweries & Distilleries,Som Distillerie,http://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/somdistilleriesbreweries/SDB,NSE
SEINV,INE420C01042,S.E. Investments Limited,20,,,SEINV,Banking/Finance,Finance - Investments,SE Investments,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/seinvestments/SEI03,NSE
SELMCL,INE105I01012,SEL Manufacturing Company Limited,20,,,SELMCL,Manufacturing,Textiles - General,SEL Mgf Company,http://www.moneycontrol.com/india/stockpricequote/textilesgeneral/selmanufacturingcompany/SMC01,NSE
SENSEXIWIN,INF346A01034,ICICI Prudential Sensex iWIN ETF,20,,,,,,,,NSE
SEPOWER,INE735M01018,S.E. Power Limited,5,,,SEPOWER,Utilities,Power - Generation & Distribution,S E Power,http://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/sepower/SEP03,NSE
SEQUENT,INE807F01027,Sequent Scientific Limited,20,,,SEQUENT,Pharmaceuticals,Pharmaceuticals,Sequent Scienti,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/sequentscientific/PID01,NSE
SESHAPAPER,INE630A01016,Seshasayee Paper and Boards Limited,20,,,SESHAPAPER,Manufacturing,Paper,Seshasayee Pape,http://www.moneycontrol.com/india/stockpricequote/paper/seshasayeepaperboards/SPB,NSE
SETCO,INE878E01021,Setco Automotive Limited,20,,,SETCO,Automotive,Auto Ancillaries,Setco Auto,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/setcoautomotive/SA14,NSE
SETFGOLD,INF200K01099,SBI-ETF Gold,20,,,,,,,,NSE
SETFNIF50,INF200KA1FS1,SBI-ETF Nifty 50,20,,,SETFNIF50,Miscellaneous,Miscellaneous,SBI-ETF Nifty,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/sbietfnifty50/SBI27,NSE
SETFNIFBK,INF200KA1580,SBI-ETF Nifty Bank,20,,,,,,,,NSE
SETFNN50,INF200KA1598,SBI-ETF Nifty Next 50,20,,,,,,,,NSE
SFL,INE916U01025,Sheela Foam Limited,20,CONSUMER GOODS,NIFTY 500/NIFTY Smallcap 250/Included from NIFTY Full Smallcap 400 Index,SFL,Miscellaneous,Miscellaneous,Sheela Foam,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/sheelafoam/SF14,NSE
SGL,INE353H01010,STL Global Limited,20,,,SGL,Manufacturing,Textiles - General,STL Global,http://www.moneycontrol.com/india/stockpricequote/textilesgeneral/stlglobal/STL05,NSE
SHAHALLOYS,INE640C01011,Shah Alloys Limited,10,,,SHAHALLOYS,Metals & Mining,Steel - Medium & Small,Shah Alloys,http://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/shahalloys/SA03,NSE
SHAKTIPUMP,INE908D01010,Shakti Pumps (India) Limited,20,,,SHAKTIPUMP,Engineering,Pumps,Shakti Pumps,http://www.moneycontrol.com/india/stockpricequote/pumps/shaktipumpsindia/SPI08,NSE
SHALBY,INE597J01018,Shalby Limited,20,,,SHALBY,Services,Hospitals & Medical Services,Shalby,http://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/shalby/SL18,NSE
SHALPAINTS,INE849C01026,Shalimar Paints Limited,20,,,SHALPAINTS,Chemicals,Paints & Varnishes,Shalimar Paints,http://www.moneycontrol.com/india/stockpricequote/paintsvarnishes/shalimarpaints/SP13,NSE
SHANKARA,INE274V01019,Shankara Building Products Limited,20,,,SHANKARA,Miscellaneous,Miscellaneous,Shankara Buildi,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/shankarabuildingproducts/SBP02,NSE
SHANTIGEAR,INE631A01022,Shanthi Gears Limited,20,,,SHANTIGEAR,Engineering,Auto Ancillaries,Shanthi Gears,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/shanthigears/SG04,NSE
SHARDACROP,INE221J01015,Sharda Cropchem Limited,20,FERTILISERS & PESTICIDES,,SHARDACROP,Chemicals,Pesticides & Agro Chemicals,Sharda Crop,http://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/shardacropchem/SC04,NSE
SHARDAMOTR,INE597I01010,Sharda Motor Industries Limited,20,,,SHARDAMOTR,Automotive,Auto Ancillaries,Sharda Motor,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/shardamotorindustries/SMI04,NSE
SHARIABEES,INF732E01128,Reliance ETF Shariah BeES,20,,,,,,,,NSE
SHEMAROO,INE363M01019,Shemaroo Entertainment Limited,20,,,SHEMAROO,Media,Media & Entertainment,Shemaroo Ent,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/shemarooentertainment/SE03,NSE
SHILPAMED,INE790G01031,Shilpa Medicare Limited,20,PHARMA,,SHILPAMED,Pharmaceuticals,Pharmaceuticals,Shilpa,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/shilpamedicare/SM19,NSE
SHIRPUR-G,INE196B01016,Shirpur Gold Refinery Limited,20,,,SHIRPUR-G,Metals & Mining,Mining & Minerals,Shirpur Gold,http://www.moneycontrol.com/india/stockpricequote/miningminerals/shirpurgoldrefinery/AGR,NSE
SHIVAMAUTO,INE637H01024,Shivam Autotech Limited,20,,,SHIVAMAUTO,Automotive,Auto Ancillaries,Shivam Auto,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/shivamautotech/SA13,NSE
SHK,INE500L01026,S H Kelkar and Company Limited,20,CONSUMER GOODS,,SHK,Miscellaneous,Chemicals,S H Kelkar,http://www.moneycontrol.com/india/stockpricequote/chemicals/shkelkarcompany/KC17,NSE
SHOPERSTOP,INE498B01024,Shoppers Stop Limited,20,CONSUMER GOODS,,SHOPERSTOP,Retail/Real Estate,Retail,Shoppers Stop,http://www.moneycontrol.com/india/stockpricequote/retail/shoppersstop/SS51,NSE
SHREECEM,INE070A01015,Shree Cements Limited,No Band,CEMENT & CEMENT PRODUCTS,Derivative Product,SHREECEM,Cement/Construction,Cement - Major,Shree Cements,http://www.moneycontrol.com/india/stockpricequote/cementmajor/shreecements/SC12,NSE
SHREEPUSHK,INE712K01011,Shree Pushkar Chemicals & Fertilisers Limited,20,,,SHREEPUSHK,Chemicals,Chemicals,Shree Pushkar,http://www.moneycontrol.com/india/stockpricequote/chemicals/shreepushkarchemicalsfertilisers/SPC03,NSE
SHREERAMA,INE879A01019,Shree Rama Multi-Tech Limited,20,,,SHREERAMA,Manufacturing,Packaging,Shri Rama Multi,http://www.moneycontrol.com/india/stockpricequote/packaging/shreeramamultitech/SRI01,NSE
SHREYANIND,INE231C01019,Shreyans Industries Limited,20,,,SHREYANIND,Manufacturing,Paper,Shreyans Ind,http://www.moneycontrol.com/india/stockpricequote/paper/shreyansindustries/SI20,NSE
SHREYAS,INE757B01015,Shreyas Shipping & Logistics Limited,20,,,SHREYAS,Services,Shipping,Shreyas Shippin,http://www.moneycontrol.com/india/stockpricequote/shipping/shreyasshipping/SS12,NSE
SHRIRAMCIT,INE722A01011,Shriram City Union Finance Limited,20,FINANCIAL SERVICES,,SHRIRAMCIT,Banking/Finance,Finance - Leasing & Hire Purchase,Shriram City,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/shriramcityunionfinance/SCU,NSE
SHRIRAMEPC,INE964H01014,Shriram EPC Limited,20,,,SHRIRAMEPC,Engineering,Engineering - Heavy,Shriram EPC,http://www.moneycontrol.com/india/stockpricequote/engineeringheavy/shriramepc/SE21,NSE
SICAGEN,INE176J01011,Sicagen India Limited,10,,,SICAGEN,Services,Trading,Sicagen India,http://www.moneycontrol.com/india/stockpricequote/trading/sicagenindia/SI91,NSE
SICAL,INE075B01012,Sical Logistics Limited,20,,,SICAL,Services,Transport & Logistics,Sical Logistics,http://www.moneycontrol.com/india/stockpricequote/transportlogistics/sicallogistics/SL15,NSE
SIEMENS,INE003A01024,Siemens Limited,No Band,INDUSTRIAL MANUFACTURING,Derivative Product/ Nifty Infrastructure Index/Nifty MIDCAP 50 / Nifty Low Volatility 50 Index,SIEMENS,Engineering,Infrastructure - General,Siemens,http://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/siemens/S,NSE
SIMBHALS,INE748T01016,Simbhaoli Sugars Limited,20,,,SIMBHALS,Food & Beverage,Sugar,Simbhaoli Sugar,http://www.moneycontrol.com/india/stockpricequote/sugar/simbhaolisugars/SS52,NSE
SIMPLEXINF,INE059B01024,Simplex Infrastructures Limited,20,,,SIMPLEXINF,Cement/Construction,Construction & Contracting - Civil,Simplex Infra,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/simplexinfrastructures/SI82,NSE
SINTEX,INE429C01035,Sintex Industries Limited,20,,,SINTEX,Conglomerates,Diversified,Sintex Ind,http://www.moneycontrol.com/india/stockpricequote/diversified/sintexindustries/SI27,NSE
SIS,INE285J01010,Security and Intelligence Services (India) Limited,20,,,SIS,Miscellaneous,Miscellaneous,SIS,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/securityintelligenceservicesindia/SIS08,NSE
SITINET,INE965H01011,Siti Networks Limited,20,,,,,,,,NSE
SIYSIL,INE076B01028,Siyaram Silk Mills Limited,20,,,SIYSIL,Manufacturing,Textiles - Weaving,Siyaram Silk,http://www.moneycontrol.com/india/stockpricequote/textilesweaving/siyaramsilkmills/SSM05,NSE
SJVN,INE002L01015,SJVN Limited,20,ENERGY,,SJVN,Utilities,Power - Generation & Distribution,SJVN,http://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/sjvn/S11,NSE
SKFINDIA,INE640A01023,SKF India Limited,20,INDUSTRIAL MANUFACTURING,,SKFINDIA,Engineering,Bearings,SKF India,http://www.moneycontrol.com/india/stockpricequote/bearings/skfindia/SKF01,NSE
SKIPPER,INE439E01022,Skipper Limited,20,,,SKIPPER,Miscellaneous,Engineering,Skipper,http://www.moneycontrol.com/india/stockpricequote/engineering/skipper/S21,NSE
SKMEGGPROD,INE411D01015,SKM Egg Products Export (India) Limited,20,,,SKMEGGPROD,Food & Beverage,Food Processing,SKM Egg Product,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/skmeggproductsexportindia/SKM,NSE
SMARTLINK,INE178C01020,Smartlink Network Systems Limited,20,,,SMARTLINK,Technology,Computers - Hardware,Smartlink Net,http://www.moneycontrol.com/india/stockpricequote/computershardware/smartlinknetworksystems/SNS01,NSE
SMLISUZU,INE294B01019,SML Isuzu Limited,20,AUTOMOBILE,,SMLISUZU,Automotive,Auto - LCVs & HCVs,SML Isuzu,http://www.moneycontrol.com/india/stockpricequote/autolcvshcvs/smlisuzu/SM,NSE
SMSLIFE,INE320X01016,SMS Lifesciences India Limited,10,,,SMSLIFE,Miscellaneous,Miscellaneous,SMS Lifescience,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/smslifesciencesindia/SMS01,NSE
SMSPHARMA,INE812G01025,SMS Pharmaceuticals Limited,20,,,SMSPHARMA,Pharmaceuticals,Pharmaceuticals,SMS Pharma,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/smspharmaceuticals/SP38,NSE
SNOWMAN,INE734N01019,Snowman Logistics Limited,20,SERVICES,,SNOWMAN,Services,Transport & Logistics,Snowman Logist,http://www.moneycontrol.com/india/stockpricequote/transportlogistics/snowmanlogistics/SL17,NSE
SOBHA,INE671H01015,Sobha Limited,20,CONSTRUCTION,,SOBHA,Retail/Real Estate,Construction & Contracting - Real Estate,Sobha,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/sobha/SD6,NSE
SOLARINDS,INE343H01029,Solar Industries India Limited,20,CHEMICALS,,SOLARINDS,Chemicals,Chemicals,Solar Ind,http://www.moneycontrol.com/india/stockpricequote/chemicals/solarindustriesindia/SII04,NSE
SOMANYCERA,INE355A01028,Somany Ceramics Limited,20,CONSTRUCTION,,SOMANYCERA,Cement/Construction,Ceramics & Granite,Somany Ceramics,http://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/somanyceramics/SC49,NSE
